horse,dist_course,dc_n,dc_wins,dc_wr
ペネトレイトゴー,1800_ダート,4,0,0.0
ペネトレイトゴー,1800_芝,1,0,0.0
ペネトレイトゴー,1900_ダート,1,0,0.0
ペネトレイトゴー,2400_芝,3,0,0.0
ペプチドシュチク,1000_ダート,1,0,0.0
ペプチドシュチク,1200_ダート,3,0,0.0
ペプチドソレイユ,1600_ダート,1,0,0.0
ペプチドソレイユ,1700_ダート,2,0,0.0
ペプチドソレイユ,1800_ダート,4,1,0.25
ペプチドソレイユ,1900_ダート,2,1,0.5
ペプチドソレイユ,2100_ダート,1,0,0.0
ペプチドソレイユ,2500_芝,1,0,0.0
ペプチドタイガー,1200_ダート,1,0,0.0
ペプチドタイガー,1400_ダート,8,1,0.125
ペプチドナイル,1600_ダート,3,1,0.3333333333333333
ペプチドナイル,1800_ダート,2,0,0.0
ペプチドハドソン,1200_ダート,2,0,0.0
ペプチドハドソン,1400_ダート,5,0,0.0
ペプチドハドソン,1700_ダート,1,0,0.0
ペプチドヒナタ,1400_ダート,2,0,0.0
ペプチドヒナタ,1800_ダート,2,0,0.0
ペプチドヒナタ,2000_芝,1,0,0.0
ペプチドモガミ,2600_芝,1,0,0.0
ペプチドヤマト,1000_ダート,1,0,0.0
ペプチドヤマト,1150_ダート,1,0,0.0
ペプチドヤマト,1200_ダート,8,2,0.25
ペリエール,1400_ダート,1,0,0.0
ペリエール,1600_ダート,4,1,0.25
ペリエール,1700_ダート,2,2,1.0
ペリエール,1800_ダート,1,0,0.0
ペリファーニア,1400_芝,2,1,0.5
ペリファーニア,1600_芝,3,1,0.3333333333333333
ペリプルス,2000_芝,2,0,0.0
ペリプルス,2200_芝,2,0,0.0
ペリプルス,2600_芝,13,0,0.0
ペルセア,1400_ダート,1,1,1.0
ペルフェツィオーネ,1200_芝,3,0,0.0
ペルフェツィオーネ,1400_芝,1,0,0.0
ペルフェツィオーネ,1600_芝,1,0,0.0
ペレグリン,1000_ダート,1,0,0.0
ペレグリン,1200_ダート,1,0,0.0
ペロ,1200_ダート,1,0,0.0
ペロ,1800_ダート,2,0,0.0
ペンティメント,1700_ダート,1,0,0.0
ペンティメント,1800_ダート,5,1,0.2
ペンテリコン,1000_ダート,1,0,0.0
ペンナヴェローチェ,1800_ダート,3,2,0.6666666666666666
ペンナヴェローチェ,1900_ダート,3,0,0.0
ペンナヴェローチェ,2000_芝,1,0,0.0
ペンナヴェローチェ,2400_芝,1,0,0.0
ペースセッティング,1200_ダート,1,0,0.0
ペースセッティング,1400_ダート,4,0,0.0
ペースセッティング,1700_ダート,3,0,0.0
ホイッスルソング,1200_ダート,2,0,0.0
ホイッスルソング,1200_芝,3,0,0.0
ホウオウアマゾン,1700_ダート,1,0,0.0
ホウオウアマゾン,1800_芝,1,0,0.0
ホウオウアマゾン,2000_芝,4,0,0.0
ホウオウアートマン,1600_芝,1,0,0.0
ホウオウアートマン,2200_芝,1,0,0.0
ホウオウアートマン,2400_芝,4,0,0.0
ホウオウアートマン,2600_芝,1,0,0.0
ホウオウエクレール,1900_ダート,1,0,0.0
ホウオウエクレール,2100_ダート,1,0,0.0
ホウオウエクレール,2500_芝,1,0,0.0
ホウオウエクレール,3000_芝,1,0,0.0
ホウオウエニシ,1800_ダート,1,0,0.0
ホウオウカブキ,1800_ダート,2,0,0.0
ホウオウガイア,1200_芝,1,0,0.0
ホウオウガイア,1600_芝,1,0,0.0
ホウオウガイア,1800_芝,1,0,0.0
ホウオウガイア,2000_芝,1,0,0.0
ホウオウサンデー,1400_芝,3,0,0.0
ホウオウサンデー,1600_芝,1,0,0.0
ホウオウサンデー,2000_芝,3,0,0.0
ホウオウサンデー,2500_芝,3,0,0.0
ホウオウシェリー,1400_芝,1,0,0.0
ホウオウシェリー,1600_芝,4,0,0.0
ホウオウショコラ,1600_芝,1,0,0.0
ホウオウショコラ,1800_芝,1,0,0.0
ホウオウシンデレラ,1600_芝,1,0,0.0
ホウオウシンデレラ,1700_ダート,1,0,0.0
ホウオウシンデレラ,1800_芝,1,0,0.0
ホウオウジュビリー,1000_芝,1,0,0.0
ホウオウジュビリー,1200_ダート,2,0,0.0
ホウオウジュビリー,1400_ダート,1,0,0.0
ホウオウスーペリア,1400_ダート,1,0,0.0
ホウオウスーペリア,1600_ダート,1,0,0.0
ホウオウスーペリア,1700_ダート,3,0,0.0
ホウオウスーペリア,1800_芝,5,0,0.0
ホウオウスーペリア,2000_芝,4,2,0.5
ホウオウセイメイ,2200_芝,1,0,0.0
ホウオウタイタン,2000_芝,1,0,0.0
ホウオウトランプ,1200_ダート,2,0,0.0
ホウオウトランプ,1600_芝,1,0,0.0
ホウオウドラッカー,1700_ダート,1,0,0.0
ホウオウドルーリー,1200_芝,1,0,0.0
ホウオウドルーリー,1600_芝,1,0,0.0
ホウオウノーサイド,1200_芝,2,0,0.0
ホウオウノーサイド,1400_芝,1,0,0.0
ホウオウノーサイド,1600_芝,3,0,0.0
ホウオウノーサイド,1700_ダート,1,0,0.0
ホウオウノーサイド,1800_芝,1,0,0.0
ホウオウノーサイド,2000_芝,2,0,0.0
ホウオウノーサイド,2500_芝,1,0,0.0
ホウオウバニラ,2000_芝,1,0,0.0
ホウオウバリスタ,1800_ダート,2,0,0.0
ホウオウバリスタ,2100_ダート,4,0,0.0
ホウオウバローロ,1700_ダート,3,0,0.0
ホウオウバローロ,1800_ダート,2,0,0.0
ホウオウパレード,1400_ダート,1,0,0.0
ホウオウビスケッツ,1600_芝,2,0,0.0
ホウオウビスケッツ,1800_芝,3,1,0.3333333333333333
ホウオウビスケッツ,2000_芝,7,2,0.2857142857142857
ホウオウフウジン,1400_ダート,1,0,0.0
ホウオウフウジン,1800_ダート,1,0,0.0
ホウオウフウジン,2000_ダート,1,0,0.0
ホウオウフウジン,2100_ダート,3,0,0.0
ホウオウフロイト,1200_ダート,2,0,0.0
ホウオウフロイト,1400_ダート,1,0,0.0
ホウオウブースター,1200_芝,4,0,0.0
ホウオウプレシャス,1800_ダート,1,0,0.0
ホウオウプレミア,1400_ダート,1,0,0.0
ホウオウプレミア,1600_ダート,2,0,0.0
ホウオウプレミア,1600_芝,2,0,0.0
ホウオウプレミア,1700_ダート,1,0,0.0
ホウオウプレミア,1800_ダート,1,0,0.0
ホウオウプレミア,1800_芝,1,0,0.0
ホウオウプレミア,2000_芝,1,0,0.0
ホウオウプレミア,2400_芝,1,0,0.0
ホウオウプロサンゲ,1600_芝,1,0,0.0
ホウオウプロサンゲ,1800_芝,3,1,0.3333333333333333
ホウオウプロサンゲ,2000_ダート,1,0,0.0
ホウオウプロサンゲ,2000_芝,8,2,0.25
ホウオウプロサンゲ,2200_芝,1,0,0.0
ホウオウベルクソン,1800_ダート,2,0,0.0
ホウオウベルクソン,1900_ダート,1,1,1.0
ホウオウベルクソン,2100_ダート,1,0,0.0
ホウオウベルクソン,2200_芝,1,0,0.0
ホウオウペトリュス,1400_芝,1,0,0.0
ホウオウペトリュス,1600_芝,1,0,0.0
ホウオウペトリュス,1800_芝,1,0,0.0
ホウオウペトリュス,2000_芝,1,0,0.0
ホウオウマリアン,1150_ダート,1,0,0.0
ホウオウムサシ,2000_芝,3,0,0.0
ホウオウムサシ,2200_芝,1,0,0.0
ホウオウムサシ,2500_芝,2,1,0.5
ホウオウユニコーン,1800_ダート,1,0,0.0
ホウオウユニコーン,2000_芝,2,0,0.0
ホウオウユニコーン,2600_芝,1,0,0.0
ホウオウラスカーズ,1600_芝,4,1,0.25
ホウオウラスカーズ,1800_芝,7,1,0.14285714285714285
ホウオウラスカーズ,2000_芝,1,0,0.0
ホウオウラムセス,1800_ダート,1,0,0.0
ホウオウラムセス,2500_ダート,1,0,0.0
ホウオウリアリティ,1600_芝,3,0,0.0
ホウオウリアリティ,1800_ダート,1,0,0.0
ホウオウリアリティ,1800_芝,2,0,0.0
ホウオウリアリティ,2200_芝,2,0,0.0
ホウオウリアリティ,2500_芝,1,0,0.0
ホウオウリムジン,2000_芝,1,0,0.0
ホウオウリムジン,2200_芝,1,0,0.0
ホウオウルクソール,1600_ダート,1,0,0.0
ホウオウルバン,1800_ダート,1,0,0.0
ホウオウルーレット,1700_ダート,1,0,0.0
ホウオウルーレット,1800_ダート,7,0,0.0
ホウオウルーレット,1900_ダート,1,1,1.0
ホウオウルーレット,2000_ダート,1,1,1.0
ホウオウルーレット,2100_ダート,1,0,0.0
ホウキボシ,1800_ダート,2,0,0.0
ホウショウマリス,1200_ダート,1,0,0.0
ホウショウマリス,1400_ダート,1,1,1.0
ホッコーカリュウ,1200_ダート,3,0,0.0
ホッコーカリュウ,1400_ダート,2,0,0.0
ホットゥトロット,1400_芝,1,0,0.0
ホリーアン,1600_芝,2,0,0.0
ホリーアン,1800_芝,1,0,0.0
ホルトバージ,1600_ダート,1,0,0.0
ホルトバージ,1800_ダート,6,0,0.0
ホルトバージ,1800_芝,1,1,1.0
ホルトバージ,1900_ダート,3,1,0.3333333333333333
ホルトバージ,2000_芝,2,0,0.0
ホレーショ,1600_ダート,1,0,0.0
ホレーショ,1700_ダート,1,0,0.0
ホレーショ,1800_ダート,3,1,0.3333333333333333
ホワイトガーベラ,1150_ダート,1,0,0.0
ホワイトガーベラ,1200_ダート,3,0,0.0
ホワイトガーベラ,1400_ダート,1,0,0.0
ホワイトクロウ,1600_ダート,1,0,0.0
ホワイトターフ,1200_ダート,4,0,0.0
ホワイトターフ,1800_芝,1,0,0.0
ホワイトビーチ,2000_芝,2,0,0.0
ホワイトビーチ,2200_芝,1,0,0.0
ホワイトビーチ,2400_芝,1,0,0.0
ホワイトビーチ,2600_芝,1,0,0.0
ホーエリート,1800_芝,3,1,0.3333333333333333
ホーエリート,2000_芝,3,0,0.0
ホーエリート,2200_芝,2,1,0.5
ホーエリート,2400_芝,1,0,0.0
ホーエリート,2500_芝,1,0,0.0
ホークフィールド,1800_ダート,2,2,1.0
ホークフィールド,1900_ダート,1,0,0.0
ホークフィールド,2000_ダート,1,0,0.0
ホークフィールド,2000_芝,1,0,0.0
ホークマン,1200_ダート,1,0,0.0
ホークマン,1400_芝,4,0,0.0
ホークマン,1600_芝,1,0,0.0
ホークレア,1000_芝,1,0,0.0
ホークレア,1150_ダート,1,0,0.0
ホークレア,1200_ダート,1,0,0.0
ホークレア,1200_芝,2,0,0.0
ホースワン,2000_芝,1,0,0.0
ホープインザダーク,2400_ダート,1,0,0.0
ホープフルサイン,1200_芝,3,0,0.0
ホープフルサイン,1400_芝,1,0,0.0
ホーリーエンブレム,1800_芝,1,0,0.0
ホーリーブライト,1000_ダート,2,0,0.0
ホーリーブライト,1150_ダート,1,0,0.0
ホーリーブラッサム,1400_芝,4,2,0.5
ホールシバン,1700_ダート,4,1,0.25
ホールシバン,1800_ダート,2,0,0.0
ホールシバン,1900_ダート,1,0,0.0
ホールネス,2000_芝,1,0,0.0
ホールネス,2200_芝,4,2,0.5
ボイラーハウス,1200_ダート,2,0,0.0
ボウウィンドウ,2000_芝,1,0,0.0
ボエーム,1200_芝,1,0,0.0
ボエーム,1800_ダート,1,0,0.0
ボクマダネムイヨ,1800_ダート,1,0,0.0
ボクラヲツナグモノ,2200_芝,1,0,0.0
ボクラヲツナグモノ,2400_芝,1,0,0.0
ボクラヲツナグモノ,2500_芝,1,0,0.0
ボスジラ,3000_芝,1,0,0.0
ボタニカルガーデン,1200_ダート,3,0,0.0
ボックスオフィス,1800_ダート,3,0,0.0
ボッケリーニ,1800_芝,1,0,0.0
ボッケリーニ,2000_芝,2,1,0.5
ボッケリーニ,2200_芝,1,1,1.0
ボッケリーニ,2500_芝,1,0,0.0
ボディブロー,1800_ダート,2,0,0.0
ボナンザ,1200_ダート,9,3,0.3333333333333333
ボナーテソーロ,1600_芝,1,0,0.0
ボナーテソーロ,1800_芝,1,0,0.0
ボナーテソーロ,2200_芝,2,1,0.5
ボナーテソーロ,2600_芝,1,0,0.0
ボブズヤアンクル,1200_ダート,2,0,0.0
ボブズヤアンクル,1400_ダート,1,0,0.0
ボルケーノ,2000_芝,1,0,0.0
ボルザコフスキー,1400_芝,4,0,0.0
ボルザコフスキー,1600_芝,4,1,0.25
ボルザコフスキー,1700_ダート,2,0,0.0
ボルセーナ,1000_ダート,1,0,0.0
ボルセーナ,1200_ダート,1,0,0.0
ボルタドマール,1400_芝,3,0,0.0
ボルタドマール,1600_芝,3,0,0.0
ボルトテソーロ,1600_ダート,2,0,0.0
ボルドグフーシュ,2000_芝,2,0,0.0
ボルドグフーシュ,2200_芝,2,0,0.0
ボルドグフーシュ,2400_芝,1,0,0.0
ボルドグフーシュ,2500_芝,1,0,0.0
ボルネオ,1600_ダート,1,0,0.0
ボンドガール,1600_芝,5,0,0.0
ボンドガール,1800_芝,2,1,0.5
ボンドガール,2000_芝,2,0,0.0
ボンドガール,2200_芝,1,0,0.0
ボンドロア,2400_芝,1,0,0.0
ボンドロア,2600_芝,1,1,1.0
ボンヌソワレ,1200_芝,1,0,0.0
ボンヌソワレ,1400_芝,3,2,0.6666666666666666
ボンヌソワレ,1600_芝,1,0,0.0
ボンベール,1600_芝,1,0,0.0
ボンベール,1800_芝,1,0,0.0
ボンベール,2400_ダート,1,0,0.0
ボンベール,2500_芝,3,0,0.0
ボンベール,2600_芝,2,0,0.0
ボンボヤージ,1200_芝,2,0,0.0
ボンボヤージ,1400_芝,1,0,0.0
ボーデン,1600_芝,3,1,0.3333333333333333
ボーデン,1800_芝,1,0,0.0
ボーモンド,1600_芝,2,1,0.5
ボーモンド,1800_芝,2,0,0.0
ボールドゾーン,1800_ダート,2,1,0.5
ボールドトップ,1700_ダート,1,0,0.0
ボーンイングランデ,1800_芝,1,0,0.0
ボーンイングランデ,2000_芝,5,0,0.0
ボーンイングランデ,2500_芝,1,0,0.0
ボーンイングランデ,2600_芝,4,0,0.0
ボーンジーニアス,2000_芝,1,0,0.0
ボーンジーニアス,2100_ダート,1,0,0.0
ボーンジーニアス,2200_芝,1,0,0.0
ボーンジーニアス,2400_芝,1,0,0.0
ボーンディスウェイ,1800_芝,2,0,0.0
ボーンディスウェイ,2000_芝,9,2,0.2222222222222222
ボーンディスウェイ,2200_芝,1,0,0.0
ボーンディスウェイ,2500_芝,1,0,0.0
ポアゾンシーザー,1150_ダート,1,0,0.0
ポイズンアロウ,2400_ダート,1,0,0.0
ポイントネモ,1800_ダート,2,0,0.0
ポエットリー,1200_芝,7,1,0.14285714285714285
ポエットリー,1400_芝,1,0,0.0
ポエットリー,1600_芝,1,1,1.0
ポケッティーノ,1000_芝,1,0,0.0
ポジティブガール,1800_ダート,1,0,0.0
ポジティブガール,1800_芝,1,0,0.0
ポジティブガール,2000_芝,1,0,0.0
ポタジェ,2200_芝,1,0,0.0
ポタリング,1800_芝,1,0,0.0
ポッドコンティ,1000_芝,1,0,0.0
ポッドコンティ,1400_ダート,2,0,0.0
ポッドコンティ,1600_ダート,1,0,0.0
ポッドテオ,1600_芝,4,0,0.0
ポッドテオ,1800_芝,1,1,1.0
ポッドテオ,2000_芝,1,0,0.0
ポッドドンナー,1400_芝,1,0,0.0
ポッドベイダー,1200_ダート,1,1,1.0
ポッドベイダー,1200_芝,5,2,0.4
ポッドボレット,1800_芝,4,0,0.0
ポッドボレット,2000_芝,3,0,0.0
ポッドレオ,1400_ダート,1,0,0.0
ポッドロゴ,1700_ダート,1,1,1.0
ポッドロゴ,1800_ダート,7,2,0.2857142857142857
ポッドロゴ,1900_ダート,1,0,0.0
ポッドロゴ,2100_ダート,1,1,1.0
ポッドロワール,1400_芝,2,1,0.5
ポップグルーヴ,1000_芝,1,0,0.0
ポップグルーヴ,1400_芝,1,0,0.0
ポップスター,1800_ダート,2,0,0.0
ポップスター,2400_ダート,2,0,0.0
ポッポノフェスタ,2000_芝,2,0,0.0
ポペット,1400_芝,1,0,0.0
ポペット,1600_芝,1,0,0.0
ポペット,1800_芝,1,0,0.0
ポマール,1400_芝,1,0,0.0
ポマール,1500_芝,1,0,0.0
ポマール,1700_ダート,1,0,0.0
ポメラート,1000_ダート,1,0,0.0
ポリクシニーズ,1700_ダート,1,0,0.0
ポリクシニーズ,1800_ダート,1,0,0.0
ポリクシニーズ,2000_芝,2,0,0.0
ポリトナリティー,1200_芝,1,0,0.0
ポリーフォリア,1400_ダート,1,0,0.0
ポリーフォリア,1400_芝,3,0,0.0
ポルカリズム,1600_芝,8,1,0.125
ポルカリズム,1800_芝,4,1,0.25
ポルタフォルトゥナ,1200_芝,7,1,0.14285714285714285
ポルテーニャ,2000_芝,2,0,0.0
ポルトドール,1200_芝,1,0,0.0
ポルトドール,1400_ダート,1,0,0.0
ポルトドール,1600_芝,2,0,0.0
ポルトドール,1800_ダート,3,1,0.3333333333333333
ポルポラジール,1700_ダート,1,0,0.0
ポルポラジール,1800_ダート,2,0,0.0
ポワンキュルミナン,1700_ダート,6,1,0.16666666666666666
ポワンキュルミナン,1800_ダート,2,0,0.0
ポワンキュルミナン,1800_芝,1,0,0.0
ポンサン,1700_ダート,1,0,0.0
ポンピエ,1400_ダート,2,0,0.0
ポートデラメール,1200_芝,1,0,0.0
ポートデラメール,1400_ダート,1,0,0.0
ポートデラメール,1400_芝,1,0,0.0
ポールセン,1400_ダート,4,1,0.25
ポールセン,1600_ダート,2,1,0.5
ポーレット,2000_芝,2,0,0.0
マイアミュレット,1150_ダート,1,0,0.0
マイアミュレット,1200_ダート,2,0,0.0
マイエレメント,1600_芝,3,0,0.0
マイエレメント,1800_芝,1,0,0.0
マイオウンウェイ,1200_芝,2,0,0.0
マイクロモザイク,1200_ダート,1,0,0.0
マイケルバローズ,1400_芝,1,0,0.0
マイケルバローズ,1600_芝,1,0,0.0
マイシンフォニー,1600_芝,3,1,0.3333333333333333
マイシンフォニー,1800_芝,1,0,0.0
マイスイートハート,1600_芝,1,0,0.0
マイスターヴェルク,1600_芝,1,0,0.0
マイスターヴェルク,1800_芝,1,0,0.0
マイスターヴェルク,2000_芝,2,0,0.0
マイステージ,1200_ダート,2,0,0.0
マイティマイティー,1400_ダート,2,0,0.0
マイド,1400_ダート,2,1,0.5
マイネルアウルム,2600_芝,1,0,0.0
マイネルイージス,2000_芝,1,0,0.0
マイネルイージス,2200_芝,2,0,0.0
マイネルイージス,2600_芝,1,0,0.0
マイネルウィルトス,2200_芝,1,0,0.0
マイネルウィルトス,2500_芝,3,0,0.0
マイネルエニグマ,1800_芝,3,1,0.3333333333333333
マイネルエニグマ,2000_芝,1,0,0.0
マイネルエニグマ,2200_芝,1,0,0.0
マイネルエンペラー,1800_芝,1,0,0.0
マイネルエンペラー,2000_芝,5,0,0.0
マイネルエンペラー,2200_芝,3,1,0.3333333333333333
マイネルエンペラー,2400_芝,1,0,0.0
マイネルエンペラー,2500_芝,1,1,1.0
マイネルエンペラー,3200_芝,1,0,0.0
マイネルオデーサ,2600_芝,1,0,0.0
マイネルオーシャン,1800_芝,1,0,0.0
マイネルオーシャン,2000_芝,8,2,0.25
マイネルオーシャン,2200_芝,1,0,0.0
マイネルカンパーナ,2000_芝,1,0,0.0
マイネルカンパーナ,2200_芝,2,0,0.0
マイネルカンパーナ,2400_芝,6,3,0.5
マイネルカンパーナ,2500_芝,1,0,0.0
マイネルカンパーナ,2600_芝,3,0,0.0
マイネルカーライル,1600_ダート,2,0,0.0
マイネルカーライル,1700_ダート,1,1,1.0
マイネルカーライル,1800_ダート,2,0,0.0
マイネルクリソーラ,1800_芝,1,0,0.0
マイネルクリソーラ,2000_芝,4,0,0.0
マイネルクリソーラ,2200_芝,1,0,0.0
マイネルクリソーラ,2400_芝,1,1,1.0
マイネルクリソーラ,2500_芝,1,0,0.0
マイネルクロンヌ,1800_ダート,5,0,0.0
マイネルクロンヌ,1900_ダート,3,0,0.0
マイネルケレリウス,1800_芝,2,0,0.0
マイネルケレリウス,2000_芝,5,1,0.2
マイネルケレリウス,2400_芝,1,0,0.0
マイネルケレリウス,3400_芝,1,0,0.0
マイネルケレリウス,3600_芝,1,0,0.0
マイネルサハラ,1400_ダート,1,0,0.0
マイネルサンテ,1200_ダート,2,0,0.0
マイネルサンテ,1400_ダート,2,0,0.0
マイネルシトラス,1600_ダート,1,0,0.0
マイネルシトラス,1800_ダート,1,0,0.0
マイネルシンベリン,1800_芝,1,0,0.0
マイネルシーマー,1800_芝,1,0,0.0
マイネルシーマー,2000_芝,7,0,0.0
マイネルシーマー,2200_芝,4,1,0.25
マイネルジェロディ,1200_芝,8,0,0.0
マイネルジャッカル,2400_芝,1,0,0.0
マイネルジャッカル,2600_芝,3,0,0.0
マイネルステラート,1200_芝,2,0,0.0
マイネルゼウス,1800_芝,2,0,0.0
マイネルゼウス,2000_芝,6,1,0.16666666666666666
マイネルダグラス,1500_芝,1,0,0.0
マイネルダグラス,1600_芝,3,0,0.0
マイネルダグラス,1800_芝,1,0,0.0
マイネルダグラス,2000_芝,4,0,0.0
マイネルチケット,1400_芝,2,1,0.5
マイネルチケット,1600_芝,5,2,0.4
マイネルティグレ,1400_芝,1,0,0.0
マイネルティグレ,1600_芝,3,1,0.3333333333333333
マイネルティグレ,1800_芝,4,1,0.25
マイネルディレクト,1200_ダート,2,0,0.0
マイネルディレクト,1400_ダート,1,0,0.0
マイネルデステリョ,2000_芝,1,0,0.0
マイネルトゥルネー,1400_ダート,1,0,0.0
マイネルトルファン,1800_ダート,1,0,0.0
マイネルトルファン,1800_芝,2,0,0.0
マイネルトルファン,2000_芝,5,0,0.0
マイネルトルファン,2200_芝,2,0,0.0
マイネルニコラス,1600_芝,3,0,0.0
マイネルニコラス,1800_芝,5,1,0.2
マイネルニコラス,2000_芝,10,0,0.0
マイネルバーテクス,1800_芝,6,0,0.0
マイネルバーテクス,2000_芝,1,0,0.0
マイネルヒッツェ,1800_芝,2,0,0.0
マイネルヒッツェ,2000_芝,3,0,0.0
マイネルビジョン,1200_芝,2,0,0.0
マイネルビジョン,1400_芝,1,0,0.0
マイネルビジョン,1800_芝,2,0,0.0
マイネルビジョン,2000_芝,3,0,0.0
マイネルファンロン,1800_芝,1,0,0.0
マイネルファンロン,2000_芝,2,0,0.0
マイネルファンロン,2600_芝,1,0,0.0
マイネルフォルツァ,1500_芝,2,0,0.0
マイネルフォルツァ,1600_芝,3,1,0.3333333333333333
マイネルフォルツァ,1800_芝,6,0,0.0
マイネルフォーコン,1200_ダート,3,1,0.3333333333333333
マイネルフランツ,2000_芝,6,0,0.0
マイネルフランツ,2200_芝,2,0,0.0
マイネルフルムーン,1800_芝,1,0,0.0
マイネルフーガ,1800_芝,2,0,0.0
マイネルフーガ,2000_芝,1,0,0.0
マイネルブリックス,1800_芝,9,2,0.2222222222222222
マイネルブリックス,2000_芝,3,0,0.0
マイネルプロンプト,1400_ダート,3,0,0.0
マイネルマスター,2000_芝,1,0,0.0
マイネルマーティン,2000_芝,1,0,0.0
マイネルメサイア,2500_芝,2,0,0.0
マイネルメサイア,2600_芝,5,0,0.0
マイネルメモリー,1800_芝,2,0,0.0
マイネルメモリー,2000_芝,11,2,0.18181818181818182
マイネルメモリー,2200_芝,1,0,0.0
マイネルメモリー,2500_芝,1,0,0.0
マイネルメモリー,2600_芝,1,0,0.0
マイネルモメンタム,1500_芝,1,0,0.0
マイネルモメンタム,1800_芝,1,1,1.0
マイネルモメンタム,2000_芝,4,0,0.0
マイネルモーント,1800_芝,2,1,0.5
マイネルモーント,2000_芝,8,0,0.0
マイネルラッシュ,1200_芝,2,0,0.0
マイネルラッシュ,1400_芝,1,0,0.0
マイネルラッシュ,1600_芝,2,0,0.0
マイネルラッシュ,1800_芝,1,0,0.0
マイネルレグルス,1800_芝,1,0,0.0
マイネルレグルス,2000_芝,1,0,0.0
マイネルレグルス,2200_芝,1,0,0.0
マイネルレノン,1200_芝,11,1,0.09090909090909091
マイネルレノン,1400_芝,1,0,0.0
マイネルヴォルムス,1800_芝,1,0,0.0
マイノワール,1800_ダート,1,1,1.0
マイノワール,1800_芝,1,0,0.0
マイノワール,2000_芝,4,0,0.0
マイノワール,2200_芝,1,0,0.0
マイノワール,2400_芝,1,0,0.0
マイバラード,1800_芝,7,0,0.0
マイバラード,2000_芝,7,0,0.0
マイファミリー,2000_芝,2,1,0.5
マイファミリー,2200_芝,1,1,1.0
マイファミリー,2600_芝,7,1,0.14285714285714285
マイフォーエバー,1700_ダート,1,0,0.0
マイモーメント,2000_芝,2,0,0.0
マイユニバース,1800_芝,1,0,0.0
マイユニバース,2000_芝,1,1,1.0
マイユニバース,2400_芝,1,0,0.0
マイユニバース,2500_芝,1,1,1.0
マイユニバース,3000_芝,1,0,0.0
マイヨアポア,1000_芝,2,1,0.5
マイヨアポア,1200_芝,1,0,0.0
マイリトルヒーロー,1600_芝,1,0,0.0
マイレッドスター,1400_ダート,1,0,0.0
マイレーヌ,1150_ダート,3,0,0.0
マイレーヌ,1200_ダート,1,0,0.0
マイレーヌ,1400_芝,1,0,0.0
マイレーヌ,1500_芝,1,0,0.0
マウリノ,1700_ダート,1,0,0.0
マウリノ,2400_ダート,1,0,0.0
マウンテンエース,1800_ダート,3,0,0.0
マウンテンエース,2100_ダート,4,0,0.0
マウンテンエース,2200_芝,1,0,0.0
マウンテンエース,2400_ダート,3,0,0.0
マウンテンムスメ,1000_芝,2,0,0.0
マウンテンムスメ,1200_芝,3,0,0.0
マウントバーノン,1800_ダート,1,0,0.0
マオノアラシ,1800_ダート,1,0,0.0
マオノアラシ,1900_ダート,3,0,0.0
マオノアラシ,2100_ダート,3,0,0.0
マオノアラシ,2400_ダート,1,1,1.0
マオノボルケーノ,1000_芝,2,0,0.0
マオノボルケーノ,1150_ダート,1,0,0.0
マカオンドール,1800_ダート,1,0,0.0
マカオンドール,2600_芝,3,0,0.0
マカナ,1800_芝,1,1,1.0
マカナ,2000_芝,1,1,1.0
マカンマカン,1400_芝,1,0,0.0
マカンマカン,1600_芝,2,0,0.0
マカンマカン,1700_ダート,1,0,0.0
マキアージュ,1000_ダート,2,0,0.0
マキアージュ,1000_芝,2,0,0.0
マキアージュ,1200_芝,6,1,0.16666666666666666
マキシ,2000_芝,3,0,0.0
マキシ,2400_芝,2,2,1.0
マキシ,2500_芝,1,0,0.0
マキシ,2600_芝,1,0,0.0
マキシマムドライブ,1200_芝,4,1,0.25
マキシマムビスタ,1700_ダート,1,0,0.0
マキバシラ,1800_ダート,1,0,0.0
マグナムハート,1200_ダート,1,0,0.0
マグナヴィクトル,1600_ダート,1,0,0.0
マグネシアブリック,1000_芝,1,0,0.0
マグマオーシャン,1800_ダート,2,0,0.0
マグマオーシャン,2600_芝,1,0,0.0
マケズギライ,1200_ダート,2,0,0.0
マケズギライ,1300_ダート,1,0,0.0
マケルナマサムネ,1200_芝,1,0,0.0
マケルナマサムネ,2400_芝,1,0,0.0
マケルナマサムネ,2600_芝,3,0,0.0
マコタイガ,1700_ダート,1,0,0.0
マコタイガ,1800_ダート,3,0,0.0
マコタイガ,2400_ダート,1,0,0.0
マコトゴコタイ,1400_ダート,2,0,0.0
マコトゴコタイ,1700_ダート,1,0,0.0
マコトゴコタイ,1800_ダート,1,0,0.0
マコトヴィクラント,1700_ダート,1,0,0.0
マコトヴィクラント,2400_ダート,2,0,0.0
マコトヴィクラント,2600_芝,2,0,0.0
マコトヴェリーキー,2000_芝,4,2,0.5
マコトヴェリーキー,2200_芝,4,1,0.25
マコトヴェリーキー,2400_芝,2,0,0.0
マコトヴェリーキー,3000_芝,1,0,0.0
マゴイチタ,1400_芝,1,0,0.0
マサノカナリア,1400_芝,3,1,0.3333333333333333
マサノカナリア,1600_芝,1,0,0.0
マサノヒーロー,1150_ダート,1,0,0.0
マサノユニコーン,1200_ダート,1,0,0.0
マサノユニコーン,1400_ダート,1,0,0.0
マサハヤウォルズ,1700_ダート,2,0,0.0
